Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
MARYLAND,2015,42,,-,1,,7,,70,,68,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
AMER. SAMOA,2015,42,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
TENNESSEE,2015,42,3,,3,,22,,230,,77,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK CITY,2015,42,9,,2,,13,,117,,78,,,-,0,,2,,4,,37,,,-,0,,0,,,-,,-,NEW YORK CITY,
LOUISIANA,2015,42,,-,2,,7,,99,,226,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2015,42,,-,5,,15,,257,,306,,,-,0,,7,,1,,92,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW ENGLAND,2015,42,1,,5,,20,,305,,272,,,-,0,,1,,6,,31,,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2015,42,,-,3,,18,,187,,130,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2015,42,1,,2,,6,,79,,64,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2015,42,,-,0,,1,,5,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
HAWAII,2015,42,,-,0,,3,,19,,2,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
E.N. CENTRAL,2015,42,17,,24,,57,,1233,,1239,,,-,1,,4,,32,,27,,,-,0,,0,,,-,,-,,
MONTANA,2015,42,,-,1,,4,,30,,56,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW HAMPSHIRE,2015,42,,-,0,,3,,28,,31,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PENNSYLVANIA,2015,42,4,,5,,16,,257,,315,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2015,42,,-,3,,11,,156,,119,,,-,0,,1,,2,,16,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEVADA,2015,42,,-,0,,2,,7,,12,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2015,42,,-,5,,16,,272,,202,,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2015,43,3,,1,,10,,62,,62,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2015,43,5,,2,,9,,141,,96,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MONTANA,2015,43,1,,1,,4,,32,,58,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
E.N. CENTRAL,2015,43,8,,23,,57,,1252,,1267,,,-,0,,3,,27,,27,,,-,0,,0,,,-,,-,,
MISSISSIPPI,2015,43,,-,0,,3,,30,,61,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2015,43,,-,0,,2,,7,,14,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IDAHO,2015,43,1,,1,,8,,84,,88,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ILLINOIS,2015,43,,-,2,,7,,113,,142,,,-,0,,2,,17,,6,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2015,43,8,,10,,32,,546,,312,,,-,0,,2,,,-,30,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MAINE,2015,43,,-,0,,4,,27,,48,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
FLORIDA,2015,43,14,,15,,57,,762,,1628,,,-,0,,2,,,-,76,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
S. ATLANTIC,2015,43,29,,31,,95,,1553,,2223,,,-,0,,3,,4,,109,,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2015,43,,-,0,,5,,16,,133,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW ENGLAND,2015,43,6,,5,,20,,320,,279,,,-,0,,1,,6,,32,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,43,2,,9,,25,,441,,420,,,-,0,,22,,2,,30,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,43,16,,11,,41,,641,,668,,,-,0,,7,,4,,135,,,-,0,,0,,,-,,-,,
NEW MEXICO,2015,43,,-,1,,5,,40,,79,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK CITY,2015,43,1,,2,,13,,118,,82,,,-,0,,2,,4,,37,,,-,0,,0,,,-,,-,NEW YORK CITY,
NEW HAMPSHIRE,2015,43,,-,0,,3,,28,,32,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSOURI,2015,43,,-,0,,6,,18,,138,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2015,43,5,,5,,16,,265,,322,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH DAKOTA,2015,43,1,,3,,18,,190,,133,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2015,43,3,,8,,29,,474,,495,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2015,43,5,,0,,62,,212,,122,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2015,43,5,,3,,22,,236,,78,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2015,43,1,,2,,6,,80,,66,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2015,43,,-,1,,12,,56,,38,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2015,43,,-,5,,20,,287,,238,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2015,43,,-,0,,0,,,-,,-,,-,0,,3,,5,,517,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
W.S. CENTRAL,2015,43,11,,16,,44,,763,,639,,,-,0,,2,,,-,35,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2015,43,7,,10,,66,,567,,314,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,,
LOUISIANA,2015,43,,-,2,,7,,99,,227,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2015,43,,-,0,,1,,5,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
DIST. OF COL.,2015,43,,-,0,,2,,2,,5,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,DIST. OF COL.,
WASHINGTON,2015,43,,-,0,,33,,66,,56,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VERMONT,2015,43,1,,0,,3,,28,,22,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2015,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NEW JERSEY,2015,43,,-,1,,5,,32,,59,,,-,0,,5,,,-,68,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2015,43,,-,0,,1,,10,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEBRASKA,2015,43,,-,2,,21,,169,,99,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGINIA,2015,43,3,,3,,15,,142,,122,,,-,0,,3,,1,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
KANSAS,2015,43,2,,2,,16,,156,,62,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WYOMING,2015,43,,-,0,,4,,23,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2015,43,,-,1,,10,,60,,41,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
AMER. SAMOA,2015,43,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
MINNESOTA,2015,43,,-,0,,6,,,-,304,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
CALIFORNIA,2015,43,25,,5,,15,,286,,309,,,-,0,,7,,1,,98,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2015,43,10,,3,,21,,226,,205,,,-,0,,2,,,-,24,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2015,43,,-,0,,3,,14,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2015,43,,-,4,,11,,170,,216,,,-,0,,2,,10,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2015,43,4,,5,,16,,276,,206,,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
GUAM,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2015,43,1,,1,,5,,62,,58,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2015,43,1,,4,,41,,221,,109,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2015,43,,-,1,,7,,61,,68,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
OHIO,2015,43,5,,5,,26,,369,,277,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
HAWAII,2015,43,,-,0,,3,,18,,2,,,-,0,,2,,,-,8,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MARYLAND,2015,43,2,,1,,7,,73,,68,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
UTAH,2015,43,,-,3,,7,,140,,47,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2015,43,5,,3,,11,,169,,120,,,-,0,,1,,6,,16,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2015,43,,-,0,,3,,8,,16,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2015,43,,-,1,,5,,54,,39,,,-,0,,22,,1,,16,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2015,43,112,,120,,370,,6889,,7383,,,-,1,,38,,47,,501,,,-,0,,0,,,-,,-,,
VIRGIN ISL.,2015,43,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,VIRGIN ISL.,
W.N. CENTRAL,2015,43,3,,14,,55,,836,,1107,,,-,0,,1,,1,,10,,,-,0,,0,,,-,,-,,
INDIANA,2015,43,,-,4,,8,,126,,137,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2015,44,1,,3,,15,,150,,127,,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2015,44,,-,1,,7,,61,,68,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
VERMONT,2015,44,,-,1,,3,,28,,22,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2015,44,,-,2,,7,,99,,227,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2015,44,,-,0,,4,,23,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MASSACHUSETTS,2015,44,,-,3,,11,,169,,123,,,-,0,,1,,6,,16,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
KENTUCKY,2015,44,,-,2,,6,,82,,69,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
GUAM,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARKANSAS,2015,44,1,,1,,12,,57,,39,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW JERSEY,2015,44,,-,1,,5,,32,,59,,,-,0,,2,,,-,73,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2015,44,6,,3,,21,,233,,211,,,-,0,,1,,,-,26,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
OREGON,2015,44,1,,3,,9,,142,,97,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
E.N. CENTRAL,2015,44,7,,23,,58,,1281,,1299,,,-,0,,4,,29,,28,,,-,0,,0,,,-,,-,,
UTAH,2015,44,,-,3,,7,,140,,50,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MONTANA,2015,44,,-,1,,4,,32,,59,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
W.S. CENTRAL,2015,44,12,,16,,44,,784,,672,,,-,0,,2,,,-,37,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,44,,-,0,,2,,2,,5,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,DIST. OF COL.,
IDAHO,2015,44,2,,1,,8,,86,,90,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2015,44,2,,8,,29,,482,,505,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MOUNTAIN,2015,44,3,,9,,25,,446,,427,,,-,0,,18,,2,,52,,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2015,44,2,,1,,5,,64,,60,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2015,44,,-,1,,10,,63,,41,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
OKLAHOMA,2015,44,3,,1,,9,,65,,72,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
HAWAII,2015,44,,-,0,,3,,18,,2,,,-,0,,2,,,-,8,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2015,44,,-,0,,5,,16,,137,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MID. ATLANTIC,2015,44,9,,11,,41,,653,,683,,,-,0,,4,,4,,142,,,-,0,,0,,,-,,-,,
NEBRASKA,2015,44,,-,2,,21,,169,,101,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2015,44,1,,4,,41,,224,,111,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2015,44,5,,4,,22,,242,,80,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
CALIFORNIA,2015,44,5,,5,,28,,295,,313,,,-,0,,7,,1,,101,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2015,44,2,,5,,16,,284,,212,,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2015,44,1,,0,,62,,219,,122,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2015,44,,-,0,,3,,14,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2015,44,1,,0,,2,,8,,14,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2015,44,,-,1,,5,,54,,40,,,-,0,,17,,1,,38,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
S. ATLANTIC,2015,44,26,,31,,95,,1598,,2287,,,-,0,,3,,4,,112,,,-,0,,0,,,-,,-,,
WASHINGTON,2015,44,,-,0,,33,,66,,56,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2015,44,8,,10,,32,,563,,334,,,-,0,,1,,,-,32,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2015,44,1,,0,,3,,31,,64,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2015,44,,-,2,,7,,115,,143,,,-,0,,3,,19,,6,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2015,44,1,,1,,7,,74,,70,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
INDIANA,2015,44,,-,3,,8,,134,,141,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PACIFIC,2015,44,7,,10,,47,,527,,471,,,-,0,,7,,3,,118,,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2015,44,,-,3,,18,,190,,134,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW ENGLAND,2015,44,,-,6,,20,,324,,283,,,-,0,,1,,6,,32,,,-,0,,0,,,-,,-,,
RHODE ISLAND,2015,44,,-,0,,3,,8,,16,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
DELAWARE,2015,44,1,,0,,2,,13,,7,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2015,44,4,,5,,26,,373,,291,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2015,44,,-,1,,5,,42,,79,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2015,44,1,,5,,20,,295,,245,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2015,44,1,,5,,16,,268,,328,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2015,44,,-,0,,3,,28,,33,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2015,44,18,,14,,57,,778,,1676,,,-,0,,2,,,-,76,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2015,44,,-,0,,0,,,-,,-,,-,0,,3,,5,,518,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MISSOURI,2015,44,,-,0,,5,,18,,144,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
W.N. CENTRAL,2015,44,2,,14,,55,,846,,1134,,,-,0,,1,,1,,10,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2015,44,7,,10,,66,,579,,324,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,,
UNITED STATES,2015,44,73,,120,,370,,7038,,7580,,,-,1,,32,,49,,539,,,-,0,,0,,,-,,-,,
VIRGIN ISL.,2015,44,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,VIRGIN ISL.,
KANSAS,2015,44,1,,2,,16,,158,,63,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2015,44,1,,4,,11,,177,,219,,,-,0,,2,,10,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK CITY,2015,44,2,,2,,13,,120,,85,,,-,0,,2,,4,,37,,,-,0,,0,,,-,,-,NEW YORK CITY,
MINNESOTA,2015,44,,-,0,,5,,,-,310,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2015,44,,-,0,,4,,28,,48,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
AMER. SAMOA,2015,44,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
ALASKA,2015,44,1,,0,,1,,6,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2015,45,16,,3,,21,,250,,213,,,-,0,,1,,,-,27,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
UTAH,2015,45,,-,3,,7,,142,,53,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2015,45,,-,1,,5,,32,,60,,,-,0,,2,,,-,73,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
AMER. SAMOA,2015,45,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
WASHINGTON,2015,45,,-,0,,33,,66,,56,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
CONNECTICUT,2015,45,,-,1,,10,,63,,41,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2015,45,,-,1,,7,,61,,69,,,-,0,,1,,,-,9,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2015,45,13,,14,,57,,791,,1726,,,-,0,,2,,,-,77,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW ENGLAND,2015,45,,-,6,,20,,324,,288,,,-,0,,1,,6,,32,,,-,0,,0,,,-,,-,,
MINNESOTA,2015,45,,-,0,,5,,,-,315,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
TEXAS,2015,45,7,,10,,32,,571,,342,,,-,0,,1,,,-,32,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2015,45,2,,5,,16,,275,,333,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
W.S. CENTRAL,2015,45,12,,16,,44,,797,,683,,,-,0,,2,,,-,37,,,-,0,,0,,,-,,-,,
WYOMING,2015,45,,-,0,,4,,23,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2015,45,,-,1,,5,,54,,41,,,-,0,,16,,1,,55,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2015,45,3,,1,,8,,89,,95,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2015,45,,-,1,,5,,46,,80,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2015,45,,-,5,,20,,303,,247,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2015,45,,-,2,,7,,122,,144,,,-,0,,3,,19,,6,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2015,45,,-,0,,3,,28,,36,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2015,45,5,,4,,22,,250,,81,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2015,45,87,,117,,373,,7214,,7723,,,-,1,,32,,49,,568,,,-,0,,0,,,-,,-,,
